,Accident Date,Time (24hr),Road Surface,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
298,2014-02-25,08:10:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,17
299,2014-02-25,08:10:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,17
300,2014-02-25,08:10:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,12
301,2014-02-25,08:10:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,12
302,2014-02-25,08:10:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,12
303,2014-02-25,08:35:00,Dry,Fine without high winds,Car,Driver,Slight,Male,65
304,2014-02-25,08:46:00,Dry,Fine without high winds,Car,Driver,Slight,Female,43
305,2014-02-25,15:30:00,Dry,Fine without high winds,Car,Driver,Slight,Male,45
306,2014-02-25,08:09:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,24
307,2014-02-25,18:24:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,57
308,2014-02-25,15:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,26
309,2014-02-26,17:25:00,Wet/Damp,Fine without high winds,Bus,Passenger,Slight,Female,76
310,2014-02-26,15:45:00,Dry,Fine without high winds,Bus,Passenger,Slight,Male,8
311,2014-02-26,15:45:00,Dry,Fine without high winds,Bus,Passenger,Slight,Male,45
312,2014-02-26,15:45:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,6
313,2014-02-26,15:45:00,Dry,Fine without high winds,Bus,Passenger,Slight,Male,28
314,2014-02-26,15:05:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,23
315,2014-02-26,09:53:00,Dry,Fine without high winds,Car,Driver,Slight,Female,43
316,2014-02-27,05:49:00,Wet/Damp,Raining without high winds,Motorcycle,Driver,Slight,Male,60
317,2014-02-27,13:00:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,18
318,2014-02-27,13:00:00,Dry,Fine without high winds,Motorcycle,Pedestrian,Slight,Male,19
319,2014-02-27,16:54:00,Dry,Fine without high winds,Car,Driver,Slight,Male,29
320,2014-02-27,19:16:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,18
321,2014-02-27,19:16:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,19
322,2014-02-28,17:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,45
323,2014-02-28,16:09:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,25
324,2014-02-28,19:15:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,68
325,2014-02-28,16:05:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,36
326,2014-02-28,17:30:00,Dry,Fine without high winds,Car,Driver,Slight,Male,35
327,2014-03-01,08:00:00,Frost/Ice,Fine without high winds,Car,Pedestrian,Slight,Male,80
328,2014-03-01,16:27:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,21
329,2014-03-01,16:27:00,Dry,Fine without high winds,Car,Driver,Slight,Male,56
330,2014-03-01,19:15:00,Dry,Fine without high winds,Goods vehicle,Pedestrian,Slight,Male,19
331,2014-03-01,18:35:00,Dry,Fine without high winds,Car,Driver,Slight,Female,33
332,2014-03-03,16:00:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,17
333,2014-03-03,08:55:00,Dry,Fine without high winds,Car,Driver,Slight,Female,43
334,2014-03-04,11:11:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,3
335,2014-03-04,17:37:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,42
336,2014-03-04,18:59:00,Dry,Fine without high winds,Car,Driver,Slight,Male,29
337,2014-03-04,18:59:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,23
338,2014-03-04,19:15:00,Dry,Fine without high winds,Car,Driver,Slight,Male,44
339,2014-03-04,06:42:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,19
340,2014-03-04,07:36:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,49
341,2014-03-05,12:00:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,69
342,2014-03-05,19:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,13
343,2014-03-05,12:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,42
344,2014-03-06,19:35:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,49
345,2014-03-06,08:47:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,48
346,2014-03-07,01:12:00,Dry,Fine without high winds,Car,Driver,Slight,Female,33
347,2014-03-07,08:45:00,Wet/Damp,Fine without high winds,Car,Passenger,Serious,Male,7
348,2014-03-07,08:45:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,57
349,2014-03-07,02:35:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,23
350,2014-03-07,08:45:00,Wet/Damp,Fine without high winds,Motorcycle,Driver,Slight,Male,38
351,2014-03-07,21:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,26
352,2014-03-07,19:40:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Male,18
353,2014-03-07,19:40:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Male,31
354,2014-03-07,19:31:00,Dry,Fine without high winds,Car,Driver,Slight,Male,33
355,2014-03-07,19:31:00,Dry,Fine without high winds,Car,Driver,Slight,Female,28
356,2014-03-07,17:56:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,85
357,2014-03-07,17:17:00,Wet/Damp,Raining without high winds,Pedal cycle,Driver,Slight,Male,38
358,2014-03-07,16:20:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,14
359,2014-03-07,15:00:00,Dry,Fine without high winds,Motorcycle,Pedestrian,Slight,Female,12
360,2014-03-07,08:15:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,13
361,2014-03-07,19:40:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,32
362,2014-03-07,10:10:00,Wet/Damp,Fine without high winds,Car,Pedestrian,Serious,Female,43
363,2014-03-08,16:05:00,Dry,Fine without high winds,Car,Passenger,Serious,Female,49
364,2014-03-08,20:45:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,14
365,2014-03-08,18:25:00,Dry,Fine without high winds,Goods vehicle,Pedestrian,Serious,Female,42
366,2014-03-08,16:05:00,Dry,Fine without high winds,Car,Driver,Slight,Male,59
367,2014-03-08,13:15:00,Wet/Damp,Fine without high winds,Goods vehicle,Pedestrian,Slight,Male,21
368,2014-03-08,01:48:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,25
369,2014-03-08,01:30:00,Dry,Fine without high winds,Car,Driver,Serious,Male,21
370,2014-03-08,12:45:00,Dry,Fine without high winds,Car,Driver,Slight,Female,26
371,2014-03-08,13:20:00,Dry,Fine without high winds,Car,Driver,Slight,Female,63
372,2014-03-08,12:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,17
373,2014-03-08,01:48:00,Dry,Fine without high winds,Car,Driver,Slight,Female,38
374,2014-03-08,13:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,35
375,2014-03-09,11:40:00,Dry,Fine without high winds,Car,Driver,Slight,Female,25
376,2014-03-09,14:08:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Female,80
377,2014-03-09,08:50:00,Dry,Fine without high winds,Car,Driver,Serious,Female,58
378,2014-03-09,15:34:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,44
379,2014-03-09,16:25:00,Dry,Fine without high winds,Car,Driver,Slight,Female,53
380,2014-03-09,18:50:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,32
381,2014-03-09,08:50:00,Dry,Fine without high winds,Car,Driver,Slight,Female,27
382,2014-03-09,01:12:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,43
383,2014-03-09,02:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,29
384,2014-03-09,02:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,22
385,2014-03-09,08:50:00,Dry,Fine without high winds,Car,Passenger,Serious,Male,28
386,2014-03-09,15:02:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,21
387,2014-03-10,14:20:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,55
388,2014-03-10,10:33:00,Dry,Fine without high winds,Goods vehicle,Pedestrian,Serious,Male,66
389,2014-03-10,09:04:00,Dry,Fine without high winds,Bus,Pedestrian,Serious,Male,35
390,2014-03-10,13:20:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,23
391,2014-03-10,08:15:00,Dry,Fine without high winds,Car,Driver,Slight,Female,33
392,2014-03-10,16:30:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,38
393,2014-03-10,20:10:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,6
394,2014-03-10,20:10:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,11
395,2014-03-10,20:10:00,Dry,Fine without high winds,Car,Driver,Slight,Female,34
396,2014-03-10,19:50:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,69
397,2014-03-10,19:55:00,Dry,Fine without high winds,Car,Driver,Slight,Male,43
398,2014-03-10,11:00:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,41
399,2014-03-10,18:40:00,Dry,Fine without high winds,Motorcycle,Passenger,Slight,Female,18
400,2014-03-10,17:05:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,27
401,2014-03-10,17:23:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,37
402,2014-03-10,16:46:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,15
403,2014-03-10,18:11:00,Dry,Fine without high winds,Car,Driver,Slight,Female,46
404,2014-03-10,18:40:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Female,38
405,2014-03-10,18:40:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,19
406,2014-03-10,19:55:00,Dry,Fine without high winds,Car,Driver,Slight,Male,24
407,2014-03-10,15:30:00,Dry,Fine without high winds,Bus,Pedestrian,Slight,Male,2
408,2014-03-11,14:27:00,Dry,Fine without high winds,Car,Driver,Slight,Male,19
409,2014-03-11,15:30:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,9
410,2014-03-11,07:13:00,Frost/Ice,Fine without high winds,Goods vehicle,Passenger,Slight,Male,49
411,2014-03-11,07:13:00,Frost/Ice,Fine without high winds,Goods vehicle,Driver,Slight,Male,59
412,2014-03-11,17:45:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,43
413,2014-03-11,07:00:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,26
414,2014-03-11,14:27:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,18
415,2014-03-11,15:43:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,57
416,2014-03-12,07:20:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,25
417,2014-03-12,11:50:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,52
418,2014-03-12,14:30:00,Dry,Fine without high winds,Goods vehicle,Passenger,Slight,Female,33
419,2014-03-12,15:43:00,Dry,Fine without high winds,Car,Driver,Slight,Female,30
420,2014-03-12,17:05:00,Dry,Fine without high winds,Car,Driver,Slight,Male,60
421,2014-03-12,17:05:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,24
422,2014-03-12,17:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,12
423,2014-03-13,19:31:00,Dry,Fine without high winds,Motorcycle,Pedestrian,Serious,Female,19
424,2014-03-13,16:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,28
425,2014-03-13,18:25:00,Dry,Fine without high winds,Car,Driver,Slight,Male,33
426,2014-03-14,13:30:00,Dry,Fine without high winds,Goods vehicle,Pedestrian,Slight,Female,32
427,2014-03-14,19:05:00,Dry,Fine without high winds,Bus,Passenger,Slight,Male,59
428,2014-03-14,15:15:00,Dry,Fine without high winds,Car,Driver,Slight,Female,23
429,2014-03-14,18:50:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Female,38
430,2014-03-14,15:04:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,26
431,2014-03-14,17:45:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,26
432,2014-03-14,15:04:00,Dry,Fine without high winds,Car,Driver,Slight,Male,46
433,2014-03-15,08:55:00,Dry,Fine without high winds,Car,Driver,Slight,Male,19
434,2014-03-15,18:18:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,21
435,2014-03-15,18:18:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,21
436,2014-03-15,08:30:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,53
437,2014-03-15,00:58:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,27
438,2014-03-15,00:58:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,26
439,2014-03-16,19:59:00,Dry,Fine without high winds,Motorcycle,Passenger,Serious,Female,46
440,2014-03-16,19:59:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,44
441,2014-03-16,19:52:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,23
442,2014-03-16,17:00:00,Dry,Fine without high winds,Car,Passenger,Serious,Male,56
443,2014-03-16,14:00:00,Dry,Fine without high winds,Car,Driver,Slight,Female,53
444,2014-03-16,19:59:00,Dry,Fine without high winds,Car,Driver,Serious,Female,39
445,2014-03-16,01:40:00,Dry,Fine without high winds,Car,Driver,Slight,Male,22
446,2014-03-17,16:40:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,43
447,2014-03-17,00:01:00,Dry,Fine without high winds,Car,Driver,Serious,Male,32
448,2014-03-17,17:50:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,29
449,2014-03-17,17:50:00,Dry,Fine without high winds,Pedal cycle,Pedestrian,Slight,Female,31
450,2014-03-18,19:05:00,Dry,Fine without high winds,Car,Driver,Slight,Male,48
451,2014-03-18,16:50:00,Dry,Fine without high winds,Car,Driver,Slight,Female,37
452,2014-03-18,17:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,46
453,2014-03-18,19:05:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,45
454,2014-03-18,07:55:00,Wet/Damp,Fine without high winds,Goods vehicle,Driver,Slight,Male,32
455,2014-03-18,11:30:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,17
456,2014-03-18,09:45:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,40
457,2014-03-18,14:26:00,Wet/Damp,Raining with high winds,Car,Passenger,Serious,Male,27
458,2014-03-18,09:45:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,53
459,2014-03-18,17:30:00,Dry,Fine without high winds,Car,Driver,Slight,Male,50
460,2014-03-18,15:00:00,Dry,Fine without high winds,Pedal cycle,Pedestrian,Slight,Female,53
461,2014-03-19,12:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,25
462,2014-03-19,20:30:00,Dry,Fine without high winds,Car,Driver,Slight,Male,20
463,2014-03-19,20:23:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,19
464,2014-03-19,20:16:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,46
465,2014-03-19,20:23:00,Dry,Fine without high winds,Motorcycle,Passenger,Slight,Male,23
466,2014-03-19,19:20:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,70
467,2014-03-19,16:50:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Female,12
468,2014-03-19,12:20:00,Dry,Fine without high winds,Bus,Pedestrian,Serious,Male,29
469,2014-03-19,20:10:00,Dry,Fine without high winds,Bus,Pedestrian,Serious,Male,58
470,2014-03-19,12:00:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,26
471,2014-03-20,18:30:00,Wet/Damp,Raining with high winds,Bus,Passenger,Slight,Female,26
472,2014-03-20,08:30:00,Dry,Fine with high winds,Motorcycle,Driver,Slight,Male,23
473,2014-03-20,11:28:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,43
474,2014-03-20,11:28:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,32
475,2014-03-20,16:00:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Male,37
476,2014-03-20,18:30:00,Wet/Damp,Raining with high winds,Bus,Passenger,Slight,Female,34
477,2014-03-21,08:00:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,14
478,2014-03-21,09:30:00,Dry,Fine without high winds,Car,Driver,Slight,Male,23
479,2014-03-21,10:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,80
480,2014-03-21,10:00:00,Dry,Fine without high winds,Car,Driver,Slight,Female,36
481,2014-03-21,08:20:00,Dry,Fine without high winds,Car,Driver,Slight,Female,28
482,2014-03-21,08:20:00,Dry,Fine without high winds,Car,Driver,Slight,Female,26
483,2014-03-21,14:43:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,55
484,2014-03-21,15:07:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,24
485,2014-03-21,15:24:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,14
486,2014-03-21,16:10:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,31
487,2014-03-21,16:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,48
488,2014-03-21,21:05:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,19
489,2014-03-21,21:05:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,51
490,2014-03-21,14:30:00,Wet/Damp,Raining without high winds,Car,Pedestrian,Serious,Male,43
491,2014-03-21,08:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,37
492,2014-03-21,08:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,22
493,2014-03-22,21:25:00,Dry,Fine without high winds,Car,Driver,Slight,Male,23
494,2014-03-22,09:31:00,Dry,Fine without high winds,Car,Driver,Slight,Female,48
495,2014-03-22,09:31:00,Dry,Fine without high winds,Car,Driver,Slight,Female,45
496,2014-03-22,11:00:00,Wet/Damp,Fine without high winds,Car,Pedestrian,Slight,Female,26
497,2014-03-22,02:10:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,24
498,2014-03-23,11:20:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,50
499,2014-03-23,13:40:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,32
500,2014-03-23,15:37:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,50
501,2014-03-23,18:40:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,18
502,2014-03-23,18:40:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Male,18
503,2014-03-23,18:40:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,50
504,2014-03-23,15:45:00,Dry,Fine without high winds,Car,Driver,Slight,Female,27
505,2014-03-24,08:40:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,60
506,2014-03-24,17:00:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,46
507,2014-03-24,18:40:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,77
508,2014-03-24,07:58:00,Dry,Fine without high winds,Car,Driver,Slight,Male,37
509,2014-03-24,21:30:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,42
510,2014-03-24,21:30:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,23
511,2014-03-24,16:53:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,24
512,2014-03-24,10:10:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,36
513,2014-03-24,10:10:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,45
514,2014-03-24,14:14:00,Dry,Fine without high winds,Goods vehicle,Passenger,Slight,Male,17
515,2014-03-24,15:03:00,Dry,Fine without high winds,Car,Driver,Slight,Female,50
516,2014-03-24,07:00:00,Frost/Ice,Fine without high winds,Motorcycle,Driver,Serious,Male,24
517,2014-03-24,17:15:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,48
518,2014-03-24,18:20:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,10
519,2014-03-24,15:15:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,5
520,2014-03-25,16:00:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,46
521,2014-03-25,16:41:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,43
522,2014-03-25,10:10:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,81
523,2014-03-26,10:43:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,86
524,2014-03-26,19:01:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,37
525,2014-03-26,20:41:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,22
526,2014-03-26,20:50:00,Wet/Damp,Raining without high winds,Car,Pedestrian,Slight,Male,25
527,2014-03-27,14:40:00,Dry,Fine without high winds,Car,Driver,Slight,Male,61
528,2014-03-27,18:50:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,8
529,2014-03-27,18:50:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,9
530,2014-03-27,18:50:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Male,32
531,2014-03-27,14:40:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,56
532,2014-03-27,13:30:00,Dry,Fine without high winds,Car,Driver,Slight,Male,18
533,2014-03-27,14:56:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,3
534,2014-03-27,02:10:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,20
